Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,EloHome,EloAway
I1,12/12/04,Reggina,Cagliari,3,2,H,1,1,D,2.3,2.9,3.0,2.35,2.85,3.05,2.4,2.75,3.1,2.2,2.8,3.1,2.25,3.0,2.88,2.38,2.9,3.0,2.25,2.87,3.0,1.85,1.85,2.0,1.72,2.4,1.46,-0.5,2.04,1.8,-0.25,2.075,1.825,-0.25,,,,,,1678.4,1721.83
I1,12/12/04,Sampdoria,Messina,1,0,H,1,0,H,1.66,3.0,5.5,1.7,3.0,5.5,1.7,3.1,5.25,1.7,3.1,4.4,1.67,2.88,5.5,1.7,3.0,5.5,1.72,2.9,5.0,2.05,1.65,2.2,1.61,1.7,1.95,-0.5,1.84,2.0,-0.75,1.9,2.0,-0.75,,,,,,1709.45,1684.44
I1,12/12/04,Siena,Inter,2,2,D,1,1,D,5.5,3.4,1.57,6.0,3.45,1.55,6.0,3.25,1.6,5.0,3.2,1.6,6.0,3.0,1.62,5.5,3.3,1.62,6.0,3.1,1.57,1.75,1.95,1.72,2.0,2.19,1.6,0.5,2.1,1.74,0.75,1.85,2.05,1.0,,,,,,1630.56,1829.26
I1,18/12/04,Juventus,Milan,0,0,D,0,0,D,2.5,2.87,3.0,2.4,2.8,3.1,2.35,2.85,3.1,2.2,2.8,3.1,2.25,2.88,3.0,2.38,3.0,3.1,2.3,2.8,3.0,2.15,1.6,2.25,1.61,2.35,1.48,-0.5,1.8,2.04,0.0,1.8,2.1,0.0,,,,,,1936.8,1943.48
I1,19/12/04,Bologna,Reggina,2,0,H,1,0,H,1.9,2.9,4.0,1.85,3.0,4.35,1.9,3.0,4.15,2.0,3.0,3.3,1.91,3.0,3.75,1.95,3.0,4.0,1.9,3.0,3.75,2.05,1.65,2.2,1.65,1.9,1.74,-0.5,1.88,1.96,-0.5,1.825,2.075,-0.5,,,,,,1649.82,1688.88
I1,19/12/04,Fiorentina,Chievo,2,0,H,1,0,H,1.9,2.9,4.0,2.0,2.8,4.1,1.95,2.95,4.0,2.0,2.9,3.4,1.8,3.0,4.33,1.91,3.1,4.0,2.0,2.87,3.6,2.0,1.71,2.15,1.66,1.95,1.7,-0.5,1.98,1.86,-0.5,2.075,1.825,-0.5,,,,,,1688.57,1731.47
I1,19/12/04,Inter,Brescia,1,0,H,1,0,H,1.36,3.75,9.0,1.33,4.0,10.0,1.35,4.0,9.0,1.4,3.7,6.5,1.36,3.75,8.0,1.36,3.75,10.0,1.4,3.3,9.0,1.6,2.15,1.65,2.2,1.93,1.57,-1.5,2.04,1.8,-1.5,2.075,1.825,-1.5,,,,,,1825.8,1691.03
I1,19/12/04,Lecce,Sampdoria,1,4,A,0,1,A,2.25,3.1,2.87,2.3,3.15,2.85,2.2,3.1,3.1,2.2,2.9,3.0,2.2,3.0,3.0,2.25,3.1,3.0,2.1,3.0,3.2,1.71,2.0,1.7,2.1,2.2,1.55,-0.5,1.98,1.86,-0.25,2.05,1.85,-0.25,,,,,,1724.01,1717.64
I1,19/12/04,Palermo,Cagliari,3,0,H,3,0,H,1.8,3.0,4.33,1.85,2.95,4.5,1.9,2.95,4.25,1.85,2.9,4.0,1.91,3.0,3.75,1.85,3.0,4.33,1.95,2.87,3.8,1.95,1.75,1.95,1.85,1.9,1.74,-0.5,,,,1.925,1.975,-0.5,,,,,,1708.77,1711.35
I1,19/12/04,Roma,Parma,5,1,H,2,1,H,1.53,3.4,6.0,1.5,3.8,6.0,1.52,3.6,6.0,1.6,3.3,4.8,1.53,3.25,6.0,1.53,3.5,6.0,1.53,3.5,5.5,1.79,1.9,1.85,1.95,1.52,2.25,-0.5,2.02,1.82,-1.0,2.025,1.875,-1.0,,,,,,1811.48,1718.8
I1,19/12/04,Siena,Livorno,1,1,D,1,0,H,2.2,2.8,3.25,2.25,2.8,3.35,2.25,2.85,3.25,2.2,2.7,3.2,2.25,2.88,3.0,2.25,2.88,3.25,2.25,2.8,3.1,1.95,1.75,2.0,1.8,2.25,1.52,-0.5,1.92,1.92,-0.25,2.0,1.9,-0.25,,,,,,1634.02,1679.6
I1,19/12/04,Udinese,Lazio,3,0,H,3,0,H,1.72,3.0,5.0,1.75,3.0,5.1,1.75,3.1,4.9,1.9,3.0,3.6,1.73,3.2,4.33,1.8,3.1,4.5,1.8,2.9,4.5,1.85,1.85,1.9,1.9,1.75,1.9,-0.5,1.9,1.94,-0.5,1.825,2.075,-0.5,,,,,,1808.5,1745.91
I1,06/01/05,Atalanta,Fiorentina,1,0,H,0,0,D,2.87,2.87,2.37,2.85,2.9,2.45,2.9,2.8,2.5,3.0,2.7,2.3,3.0,2.88,2.25,3.0,2.88,2.4,3.1,2.75,2.3,2.15,1.6,2.37,1.53,1.42,2.5,0.5,1.94,1.9,0.0,1.975,1.925,0.0,,,,,,1601.3,1699.03
I1,06/01/05,Brescia,Bologna,1,1,D,0,1,A,2.25,2.75,3.25,2.25,2.8,3.4,2.2,2.85,3.4,2.2,2.7,3.2,2.1,3.0,3.2,2.2,3.0,3.2,2.15,2.8,3.3,2.15,1.6,2.25,1.57,2.2,1.55,-0.5,2.02,1.82,-0.25,2.075,1.825,-0.25,,,,,,1685.89,1660.15
I1,06/01/05,Cagliari,Messina,2,1,H,0,1,A,1.8,3.0,4.33,1.85,3.0,4.4,1.85,3.0,4.4,1.85,3.0,3.8,1.73,3.2,4.33,1.8,3.1,4.5,1.83,2.87,4.33,1.85,1.85,1.7,2.1,1.85,1.78,-0.5,1.82,2.02,-0.5,1.825,2.075,-0.5,,,,,,1702.27,1676.25
I1,06/01/05,Chievo,Siena,1,3,A,0,1,A,1.8,3.0,4.33,1.75,3.05,5.0,1.8,3.0,4.75,1.8,3.0,4.0,1.73,3.2,4.33,1.75,3.1,4.8,1.72,3.0,4.8,2.05,1.65,2.15,1.66,1.8,1.84,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5,,,,,,1721.01,1632.08
I1,06/01/05,Lazio,Roma,3,1,H,1,0,H,3.1,3.0,2.37,3.2,2.9,2.25,3.1,3.0,2.25,3.3,2.8,2.1,2.88,3.0,2.25,3.25,3.0,2.3,2.9,2.8,2.37,1.85,1.85,2.0,1.8,1.52,2.25,0.5,1.98,1.86,0.25,1.975,1.925,0.25,,,,,,1738.87,1817.68
I1,06/01/05,Livorno,Inter,0,2,A,0,1,A,5.0,3.0,1.72,5.5,3.05,1.7,5.0,3.2,1.7,4.4,3.0,1.75,5.0,2.88,1.73,5.0,3.0,1.75,5.0,2.7,1.8,1.71,2.0,1.8,2.0,1.95,1.7,0.5,1.8,2.04,0.75,1.8,2.1,0.75,,,,,,1681.54,1830.94
I1,06/01/05,Milan,Lecce,5,2,H,2,0,H,1.28,4.5,8.5,1.22,5.5,10.0,1.3,4.45,9.5,1.3,4.2,8.0,1.25,4.5,10.0,1.29,4.5,10.0,1.3,4.0,9.5,1.55,2.25,1.53,2.37,1.3,3.03,-0.5,1.76,2.08,-1.25,1.775,2.125,-1.25,,,,,,1946.76,1707.8
I1,06/01/05,Parma,Juventus,1,1,D,0,0,D,6.0,3.2,1.57,5.5,3.4,1.6,5.5,3.2,1.65,4.4,3.1,1.7,6.0,3.2,1.57,6.0,3.3,1.57,6.0,3.0,1.6,1.85,1.85,2.1,1.7,2.02,1.65,0.5,2.0,1.84,0.75,2.0,1.9,0.75,,,,,,1712.6,1933.52
I1,06/01/05,Reggina,Palermo,1,0,H,1,0,H,2.3,2.87,3.0,2.35,2.8,3.15,2.35,2.75,3.2,2.4,2.7,2.9,2.1,3.0,3.2,2.3,2.8,3.25,2.2,2.75,3.25,2.15,1.6,2.2,1.61,2.35,1.48,-0.5,1.94,1.9,-0.25,1.975,1.925,-0.25,,,,,,1678.55,1717.85
I1,06/01/05,Sampdoria,Udinese,2,0,H,0,0,D,2.3,2.87,3.0,2.35,2.8,3.15,2.3,2.9,3.1,2.3,2.9,2.8,2.38,2.88,2.8,2.3,2.9,3.1,2.3,2.75,3.1,2.15,1.6,2.25,1.57,2.3,1.5,-0.5,2.1,1.74,-0.25,2.2,1.7,-0.25,,,,,,1733.85,1815.54
I1,09/01/05,Bologna,Chievo,3,1,H,1,0,H,2.0,3.0,3.5,2.0,2.9,3.95,2.1,2.9,3.6,1.85,3.0,3.8,1.91,3.0,3.75,2.1,3.0,3.4,2.1,2.87,3.3,,,,,2.1,1.61,-0.5,1.76,2.08,-0.25,1.975,1.925,-0.25,,,,,,1664.49,1702.31
I1,09/01/05,Fiorentina,Lazio,2,3,A,1,1,D,2.0,3.0,3.5,2.0,3.0,3.75,2.05,2.9,3.8,2.2,2.8,3.1,1.8,3.2,4.0,2.0,3.0,3.75,2.0,2.87,3.6,,,,,2.05,1.64,-0.5,1.88,1.96,-0.25,1.975,1.925,-0.25,,,,,,1686.61,1750.61
I1,09/01/05,Inter,Sampdoria,3,2,H,0,1,A,1.53,3.5,7.0,1.45,3.75,6.95,1.57,3.3,6.5,1.6,3.1,5.2,1.5,3.4,6.0,1.53,3.5,7.0,1.53,3.1,6.5,,,,,1.57,2.19,-0.5,1.86,1.98,-1.0,1.975,1.925,-1.0,,,,,,1841.67,1745.69
I1,09/01/05,Juventus,Livorno,4,2,H,2,1,H,1.22,4.5,13.0,1.2,5.5,12.0,1.22,5.2,11.0,1.2,4.8,11.0,1.2,5.0,11.0,1.2,5.5,12.0,1.22,5.0,9.5,,,,,1.22,3.53,-0.5,2.14,1.7,-1.75,1.95,1.95,-1.75,,,,,,1929.34,1670.81
I1,09/01/05,Lecce,Reggina,1,1,D,1,1,D,2.0,3.0,3.5,1.8,3.0,4.7,1.95,3.0,4.0,1.8,3.0,4.0,1.91,3.0,3.75,1.9,3.0,4.2,1.95,2.8,4.0,,,,,1.95,1.71,-0.5,1.96,1.88,-0.5,1.775,2.125,-0.5,,,,,,1704.69,1688.89
I1,09/01/05,Messina,Brescia,2,0,H,1,0,H,2.1,3.0,3.25,2.0,2.85,4.0,2.1,2.9,3.6,2.0,2.8,3.6,2.1,3.0,3.2,2.05,2.87,3.75,2.0,2.87,3.6,,,,,2.1,1.61,-0.5,1.78,2.06,-0.25,1.75,2.15,-0.25,,,,,,1668.1,1681.55
I1,09/01/05,Palermo,Milan,0,0,D,0,0,D,5.0,3.25,1.75,4.75,3.05,1.78,4.25,3.1,1.85,3.8,3.0,1.85,4.33,3.2,1.73,4.75,3.2,1.8,4.8,3.0,1.72,,,,,1.84,1.8,0.5,1.76,2.08,0.75,2.0,1.9,0.75,,,,,,1707.51,1949.87
I1,09/01/05,Roma,Atalanta,2,1,H,1,0,H,1.36,4.0,7.5,1.22,5.0,12.0,1.33,4.25,9.0,1.4,3.7,6.5,1.3,4.0,9.0,1.33,4.33,8.5,1.33,4.0,8.0,,,,,1.85,1.63,-1.5,1.9,1.94,-1.25,2.0,1.9,-1.25,,,,,,1805.94,1613.72
I1,09/01/05,Siena,Parma,0,1,A,0,1,A,2.2,2.87,3.2,2.2,2.8,3.45,2.25,2.8,3.4,2.1,2.8,3.3,2.25,2.88,3.0,2.2,2.87,3.4,2.15,2.8,3.3,,,,,2.25,1.54,-0.5,2.04,1.8,-0.25,2.1,1.8,-0.25,,,,,,1650.78,1716.78
I1,09/01/05,Udinese,Cagliari,2,0,H,1,0,H,1.66,3.2,5.0,1.65,3.15,5.7,1.75,3.1,5.0,1.75,3.0,4.4,1.62,3.0,6.0,1.66,3.3,5.0,1.72,2.9,5.0,,,,,1.75,1.91,-0.5,2.04,1.8,-0.75,1.9,2.0,-0.75,,,,,,1803.7,1710.42
I1,15/01/05,Brescia,Fiorentina,1,1,D,0,0,D,2.3,2.8,3.1,2.35,2.8,3.15,2.35,2.8,3.15,2.3,2.8,2.9,2.2,2.8,3.2,2.38,2.8,3.1,2.25,2.8,3.1,2.05,1.65,2.25,1.61,2.35,1.48,-0.5,2.08,1.76,-0.25,2.1,1.8,-0.25,,,,,,1672.1,1672.82
I1,15/01/05,Reggina,Inter,0,0,D,0,0,D,5.5,3.1,1.72,4.25,3.25,1.79,4.5,3.1,1.8,4.2,3.1,1.75,4.33,2.88,1.83,5.0,3.2,1.75,4.33,2.87,1.83,1.71,2.0,1.8,2.0,1.84,1.8,0.5,1.88,1.96,0.75,1.875,2.025,0.75,,,,,,1692.91,1847.78
I1,16/01/05,Atalanta,Siena,1,1,D,1,1,D,2.1,2.9,3.25,2.25,3.0,3.1,2.2,3.0,3.2,2.1,2.9,3.2,2.1,3.0,3.2,2.1,3.0,3.4,2.15,2.87,3.25,2.15,1.6,2.35,1.57,3.95,1.11,-1.5,1.76,2.08,-0.25,1.8,2.1,-0.25,,,,,,1609.8,1637.06
I1,16/01/05,Cagliari,Juventus,1,1,D,0,0,D,5.0,3.3,1.72,4.25,3.3,1.78,4.5,3.1,1.8,4.4,3.1,1.7,5.0,2.88,1.73,5.0,3.3,1.73,4.5,2.9,1.8,1.75,1.95,1.9,1.9,1.84,1.8,0.5,1.92,1.92,0.75,1.95,1.95,0.75,,,,,,1704.24,1932.16
I1,16/01/05,Chievo,Roma,2,2,D,2,1,H,3.25,3.0,2.1,3.2,3.1,2.15,3.2,3.0,2.2,3.2,2.9,2.1,3.2,3.0,2.1,3.4,3.0,2.1,3.2,3.0,2.1,1.79,1.9,2.0,1.8,1.59,2.1,0.5,2.08,1.76,0.25,2.1,1.8,0.25,,,,,,1692.02,1809.86
I1,16/01/05,Lazio,Palermo,1,3,A,1,1,D,2.1,2.87,3.4,2.05,2.9,3.75,2.0,2.9,3.9,2.0,3.0,3.3,1.83,3.0,4.0,2.0,3.0,3.75,1.95,2.87,3.8,1.95,1.75,2.0,1.8,2.0,1.66,-0.5,1.84,2.0,-0.25,1.925,1.975,-0.25,,,,,,1764.4,1712.36
I1,16/01/05,Livorno,Messina,3,1,H,0,0,D,2.0,2.9,3.6,2.15,2.85,3.5,2.1,2.9,3.6,1.9,3.0,3.6,2.0,3.0,3.4,2.05,2.88,3.75,2.05,2.8,3.6,2.0,1.71,2.0,1.8,2.1,1.61,-0.5,1.76,2.08,-0.25,1.8,2.1,-0.25,,,,,,1667.99,1677.55
I1,16/01/05,Milan,Udinese,3,1,H,1,1,D,1.5,3.75,7.0,1.45,3.6,7.45,1.45,3.6,7.5,1.5,3.5,5.4,1.44,3.6,6.5,1.44,3.75,8.0,1.44,3.5,7.0,1.75,1.95,1.8,2.0,2.12,1.47,-1.5,2.1,1.74,-1.25,2.1,1.8,-1.25,,,,,,1945.02,1809.88
I1,16/01/05,Parma,Lecce,2,1,H,0,0,D,1.9,3.1,3.75,1.85,3.3,3.9,1.95,3.2,3.65,1.9,3.0,3.6,1.83,3.2,3.75,1.91,3.2,3.75,2.05,2.8,3.6,1.55,2.25,1.6,2.3,1.95,1.71,-0.5,1.7,2.14,-0.25,2.025,1.875,-0.5,,,,,,1730.5,1700.67
I1,16/01/05,Sampdoria,Bologna,0,0,D,0,0,D,1.72,3.0,5.0,1.8,2.9,5.0,1.75,3.0,5.1,1.75,3.1,4.2,1.73,2.88,5.0,1.73,3.1,5.0,1.72,3.0,4.8,2.05,1.65,2.25,1.61,1.75,1.89,-0.5,2.0,1.84,-0.75,2.0,1.9,-0.75,,,,,,1739.58,1674.78
I1,19/01/05,Messina,Atalanta,1,0,H,0,0,D,1.8,3.1,4.2,1.8,3.05,4.6,1.75,3.1,4.75,1.8,3.0,4.0,1.8,3.0,4.33,1.75,3.1,4.8,1.66,2.9,5.5,2.0,1.71,2.0,1.8,1.75,1.88,-0.5,1.9,1.94,-0.5,1.875,2.025,-0.5,,,,,,1668.23,1607.22
I1,22/01/05,Bologna,Cagliari,1,0,H,0,0,D,2.0,3.0,3.5,2.05,3.0,3.6,2.0,3.1,3.6,1.85,3.0,3.8,1.91,2.88,4.0,2.1,2.88,3.6,2.0,2.8,3.75,1.9,1.79,2.0,1.8,2.0,1.67,-0.5,1.78,2.06,-0.25,1.75,2.15,-0.25,,,,,,1680.3,1708.65
I1,22/01/05,Inter,Chievo,1,1,D,0,0,D,1.33,4.0,8.5,1.33,4.25,9.0,1.3,4.5,9.0,1.37,3.7,7.0,1.33,3.75,9.0,1.33,4.2,9.0,1.3,4.0,9.5,1.6,2.15,1.65,2.2,1.81,1.66,-1.5,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,,1845.82,1692.66
I1,23/01/05,Fiorentina,Roma,1,2,A,1,1,D,2.75,2.9,2.7,2.65,2.95,2.6,2.65,2.9,2.65,2.55,2.9,2.55,2.6,3.0,2.5,2.75,2.88,2.7,2.6,2.8,2.6,1.85,1.85,1.8,2.0,2.65,1.38,-0.5,2.0,1.84,0.0,2.05,1.85,0.0,,,,,,1676.3,1809.22
I1,23/01/05,Juventus,Brescia,2,0,H,2,0,H,1.22,5.0,10.0,1.25,5.0,10.0,1.23,5.0,11.0,1.22,4.8,9.5,1.22,5.0,10.0,1.22,5.5,10.0,1.2,5.0,11.0,1.71,2.0,1.8,2.0,1.23,3.44,-0.5,2.04,1.8,-1.75,1.975,1.925,-1.75,,,,,,1927.75,1668.62
I1,23/01/05,Lazio,Sampdoria,1,2,A,0,2,A,2.25,2.87,3.1,2.25,2.8,3.35,2.2,2.8,3.4,2.1,3.0,3.1,2.2,2.8,3.2,2.25,2.88,3.25,2.25,2.75,3.2,2.0,1.71,2.0,1.8,2.2,1.54,-0.5,1.94,1.9,-0.25,1.975,1.925,-0.25,,,,,,1746.75,1734.06
I1,23/01/05,Lecce,Atalanta,1,0,H,1,0,H,1.72,3.25,4.33,1.65,3.4,5.0,1.7,3.2,5.0,1.75,3.1,4.2,1.73,3.2,4.33,1.7,3.25,5.0,1.66,3.1,5.0,1.6,2.15,1.6,2.3,1.7,1.95,-0.5,1.74,2.1,-0.5,1.775,2.125,-0.5,,,,,,1692.64,1600.13
I1,23/01/05,Livorno,Milan,1,0,H,1,0,H,5.5,3.4,1.57,6.25,3.35,1.55,6.0,3.35,1.57,4.4,3.3,1.65,5.0,3.25,1.62,6.0,3.4,1.57,6.0,3.25,1.53,1.85,1.85,2.0,1.8,2.15,1.57,0.5,2.12,1.72,0.75,1.85,2.05,1.0,,,,,,1677.31,1950.15
I1,23/01/05,Messina,Parma,1,0,H,0,0,D,2.25,2.87,3.1,2.25,2.85,3.3,2.2,2.8,3.4,2.1,2.9,3.2,2.2,3.0,3.0,2.2,2.88,3.4,2.05,2.87,3.5,1.95,1.75,2.05,1.75,2.2,1.54,-0.5,2.0,1.84,-0.25,2.025,1.875,-0.25,,,,,,1675.32,1738.53
I1,23/01/05,Siena,Palermo,0,0,D,0,0,D,2.62,2.8,2.62,2.8,2.7,2.7,2.75,2.65,2.75,2.8,2.8,2.4,2.62,2.8,2.62,2.75,2.8,2.62,2.62,2.75,2.62,2.15,1.6,2.37,1.55,2.75,1.35,-0.5,1.8,2.04,0.0,1.85,2.05,0.0,,,,,,1639.64,1730.01
I1,23/01/05,Udinese,Reggina,0,2,A,0,1,A,1.61,3.2,5.5,1.65,3.05,6.0,1.63,3.2,5.7,1.6,3.3,4.8,1.57,3.2,6.0,1.62,3.2,6.0,1.57,3.1,6.0,2.0,1.71,2.0,1.8,1.63,2.05,-0.5,1.8,2.04,-0.75,1.825,2.075,-0.75,,,,,,1804.75,1694.87
I1,29/01/05,Chievo,Livorno,1,0,H,1,0,H,2.1,3.0,3.25,2.15,2.75,3.7,2.15,2.8,3.6,2.1,2.9,3.2,2.1,2.75,3.5,2.1,2.8,3.75,2.15,2.8,3.6,,,2.05,1.75,,,,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,1700.44,1695.56
I1,29/01/05,Parma,Udinese,1,0,H,1,0,H,2.39,2.89,2.79,2.5,2.75,2.95,2.5,2.85,2.85,2.4,2.9,2.7,2.5,2.875,2.625,2.6,2.8,2.8,2.5,2.85,2.85,,,2.2,1.65,,,,1.8,2.04,0.0,1.775,2.125,0.0,,,,,,1727.35,1785.5
I1,30/01/05,Atalanta,Juventus,1,2,A,0,1,A,7.5,3.5,1.44,7.5,3.95,1.4,7.5,3.75,1.43,6.2,3.5,1.45,7.0,3.4,1.444,7.5,3.6,1.444,7.5,3.75,1.43,,,2.2,1.65,,,,1.88,1.96,1.0,1.825,2.075,1.0,,,,,,1593.92,1930.56
I1,30/01/05,Brescia,Lecce,0,1,A,0,1,A,2.2,3.0,3.1,2.2,3.1,3.1,2.25,3.0,3.1,2.2,2.8,3.1,2.1,3.0,3.2,2.2,3.0,3.2,2.25,3.0,3.1,,,1.7,2.1,,,,1.76,2.08,-0.25,1.85,2.05,-0.25,,,,,,1665.81,1698.85
I1,30/01/05,Cagliari,Fiorentina,1,0,H,1,0,H,2.0,3.0,3.5,2.0,2.85,4.05,2.0,2.9,3.9,2.0,2.8,3.6,1.833,2.875,4.333,1.909,2.875,4.5,2.0,2.9,3.9,,,1.9,1.9,,,,2.02,1.82,-0.5,2.075,1.825,-0.5,,,,,,1698.69,1664.98
I1,30/01/05,Milan,Bologna,0,1,A,0,1,A,1.25,4.5,10.0,1.25,4.75,11.0,1.26,4.65,11.0,1.35,4.0,7.0,1.3,4.0,10.0,1.286,4.5,10.0,1.26,4.65,11.0,,,1.9,1.9,,,,1.76,2.08,-1.5,1.85,2.05,-1.5,,,,,,1931.9,1690.26
I1,30/01/05,Palermo,Inter,0,2,A,0,1,A,3.39,2.87,2.29,3.3,2.95,2.2,3.2,2.9,2.25,2.9,2.8,2.3,3.0,2.8,2.3,3.4,2.875,2.3,3.2,2.9,2.25,,,2.05,1.75,,,,1.88,1.96,0.25,1.825,2.075,0.25,,,,,,1730.36,1838.04
I1,30/01/05,Reggina,Lazio,2,1,H,0,1,A,2.2,3.0,3.1,2.2,2.9,3.35,2.2,2.9,3.3,2.2,2.8,3.1,2.1,3.0,3.2,2.2,2.875,3.4,2.2,2.9,3.3,,,2.1,1.7,,,,2.08,1.76,-0.25,2.15,1.75,-0.25,,,,,,1714.12,1730.33
I1,30/01/05,Roma,Messina,3,2,H,0,2,A,1.44,3.5,7.5,1.45,3.75,7.0,1.45,3.75,7.0,1.4,3.7,6.5,1.444,3.4,7.0,1.444,3.75,7.0,1.45,3.75,7.0,,,1.7,2.1,,,,1.7,2.14,-1.0,1.925,1.975,-1.25,,,,,,1820.54,1686.5
I1,30/01/05,Sampdoria,Siena,1,1,D,0,0,D,1.61,3.2,5.5,1.6,3.15,6.25,1.62,3.1,6.25,1.6,3.2,5.0,1.571,3.25,5.5,1.667,3.2,5.5,1.62,3.1,6.25,,,2.3,1.6,,,,2.06,1.78,-0.75,1.9,2.0,-0.5,,,,,,1750.48,1639.29
I1,02/02/05,Fiorentina,Palermo,1,2,A,0,0,D,2.1,2.8,3.4,2.25,2.85,3.25,2.2,2.9,3.3,2.2,2.8,3.1,2.1,2.8,3.4,2.2,2.88,3.4,2.2,2.75,3.25,2.15,1.6,2.3,1.6,2.2,1.54,-0.5,2.02,1.82,-0.25,1.975,1.925,-0.25,,,,,,1657.07,1718.14
I1,02/02/05,Inter,Atalanta,1,0,H,1,0,H,1.25,4.5,10.0,1.2,5.45,12.0,1.25,5.0,10.0,1.25,4.3,10.0,1.25,4.5,10.0,1.22,5.0,12.0,1.22,5.0,9.5,1.65,2.05,1.75,2.05,1.6,1.89,-1.5,1.8,2.04,-1.5,1.825,2.075,-1.5,,,,,,1850.26,1588.82
I1,02/02/05,Juventus,Sampdoria,0,1,A,0,1,A,1.36,4.0,7.0,1.4,3.85,7.95,1.37,4.0,8.25,1.35,4.0,7.0,1.4,3.5,8.0,1.4,4.0,8.5,1.36,3.75,8.0,1.9,1.79,2.05,1.75,1.96,1.55,-1.5,1.96,1.88,-1.0,1.975,1.925,-1.0,,,,,,1935.66,1743.7
I1,02/02/05,Lazio,Brescia,0,0,D,0,0,D,1.72,3.2,4.5,1.8,3.15,4.4,1.8,3.1,4.5,1.65,3.1,4.8,1.83,3.0,4.0,1.75,3.25,4.5,1.7,3.0,5.0,1.85,1.85,1.95,1.85,1.8,1.84,-0.5,1.84,2.0,-0.5,1.875,2.025,-0.5,,,,,,1720.79,1650.93
I1,02/02/05,Lecce,Roma,1,1,D,0,0,D,2.8,3.2,2.2,3.1,3.1,2.2,3.2,3.0,2.2,3.0,2.9,2.2,3.2,3.0,2.1,3.1,3.0,2.25,3.2,2.8,2.2,1.55,2.25,1.61,2.25,1.55,2.2,0.5,2.0,1.84,0.25,2.05,1.85,0.25,,,,,,1713.73,1825.7
I1,02/02/05,Livorno,Reggina,1,1,D,0,1,A,2.1,2.75,3.5,2.15,2.8,3.6,2.1,2.9,3.6,2.1,2.9,3.2,2.1,2.8,3.4,2.1,2.88,3.5,2.1,2.7,3.6,2.05,1.65,2.37,1.55,2.1,1.61,-0.5,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,1686.72,1723.66
I1,02/02/05,Messina,Milan,1,4,A,1,2,A,4.33,3.2,1.72,4.75,3.15,1.75,5.0,3.1,1.73,4.6,3.0,1.7,5.0,2.88,1.73,5.0,3.1,1.73,5.0,3.0,1.7,1.95,1.75,2.2,1.65,1.91,1.73,0.5,1.76,2.08,0.75,1.775,2.125,0.75,,,,,,1681.34,1909.97
I1,02/02/05,Siena,Cagliari,2,2,D,2,0,H,2.2,2.87,3.2,2.25,2.8,3.35,2.3,2.9,3.1,2.2,2.8,3.1,2.2,2.8,3.2,2.2,2.88,3.4,2.3,2.8,3.0,2.05,1.65,2.37,1.55,2.3,1.5,-0.5,1.8,2.04,-0.25,1.8,2.1,-0.25,,,,,,1646.07,1706.6
I1,02/02/05,Udinese,Chievo,3,0,H,0,0,D,1.72,3.2,4.33,1.75,3.0,5.1,1.73,3.1,5.0,1.75,3.0,4.4,1.67,3.2,5.0,1.62,3.3,5.5,1.57,3.3,5.5,2.0,1.71,2.2,1.65,1.73,1.91,-0.5,1.96,1.88,-0.75,2.025,1.875,-0.75,,,,,,1774.5,1709.28
I1,03/02/05,Bologna,Parma,3,1,H,0,0,D,1.9,3.0,3.75,2.15,2.85,3.5,2.0,2.8,4.1,2.1,2.8,3.3,1.91,3.0,3.75,2.0,2.88,4.0,1.83,2.87,4.33,2.05,1.65,2.3,1.6,2.0,1.66,-0.5,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,,1712.19,1738.35
I1,05/02/05,Palermo,Juventus,1,0,H,1,0,H,4.5,3.0,1.8,3.65,3.05,2.0,4.75,3.0,1.8,3.6,3.0,1.9,4.33,3.0,1.8,4.5,3.1,1.8,4.2,3.0,1.8,2.15,1.6,2.38,1.55,1.84,1.8,0.5,1.82,2.02,0.5,1.85,2.05,0.5,,,,,,1732.03,1914.59
I1,05/02/05,Sampdoria,Fiorentina,3,0,H,2,0,H,1.8,3.1,5.0,1.95,2.85,4.2,1.77,3.0,5.0,1.7,3.1,4.4,1.8,3.0,4.33,1.8,3.1,5.0,1.66,3.1,5.0,2.15,1.6,2.3,1.6,1.77,1.88,-0.5,1.98,1.86,-0.5,1.975,1.925,-0.5,,,,,,1764.77,1643.18
I1,06/02/05,Atalanta,Livorno,1,0,H,1,0,H,2.38,2.88,2.88,2.6,3.05,2.6,2.5,2.8,2.9,2.5,2.8,2.7,2.75,3.0,2.38,2.6,2.88,2.7,2.5,2.75,2.8,2.15,1.6,2.3,1.6,2.5,1.42,-0.5,1.8,2.04,0.0,1.825,2.075,0.0,,,,,,1586.05,1684.48
