Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 44,EloHome,EloAway
I1,24/01/04,Sampdoria,Reggina,2,0,H,1,0,H,1.66,3.0,5.5,1.72,3.0,5.1,1.7,2.9,4.8,1.62,3.25,5.0,1.73,3.0,5.0,1.73,3.0,5.0,1.72,2.9,5.0,1.9,1.79,1.95,1.85,2.0,1.85,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75,,1702.68,1670.41
I1,24/01/04,Siena,Perugia,2,1,H,0,1,A,1.72,3.0,5.0,1.8,3.0,4.75,1.8,2.8,4.4,1.73,2.88,5.0,1.8,3.0,4.33,1.8,3.0,4.33,1.8,2.9,4.5,1.85,1.85,1.9,1.9,1.9,1.95,-0.5,1.95,1.9,-0.5,1.975,1.925,-0.5,,1670.65,1636.65
I1,25/01/04,Chievo,Brescia,3,1,H,0,1,A,2.0,2.87,3.75,2.0,2.8,4.0,2.2,2.7,3.2,2.0,2.8,3.75,2.05,2.8,3.75,2.05,2.8,3.75,2.0,2.87,3.6,1.95,1.75,2.0,1.8,2.1,1.75,-0.5,2.1,1.75,-0.5,2.1,1.8,-0.5,,1736.77,1702.23
I1,25/01/04,Empoli,Juventus,3,3,D,1,1,D,6.0,3.25,1.57,6.25,3.25,1.57,5.4,3.5,1.5,5.5,3.25,1.57,5.5,3.2,1.62,5.5,3.2,1.62,6.5,3.3,1.5,1.85,1.85,1.95,1.85,1.8,2.05,1.0,1.85,2.0,1.0,1.8,2.1,1.0,,1618.46,1934.23
I1,25/01/04,Lecce,Lazio,0,1,A,0,0,D,3.0,3.0,2.25,3.0,3.0,2.3,3.2,2.9,2.1,2.75,3.0,2.38,3.1,3.0,2.2,3.1,3.0,2.2,3.3,2.87,2.1,1.79,1.9,1.85,1.95,1.9,1.95,0.25,1.9,1.95,0.25,1.925,1.975,0.25,,1609.84,1815.73
I1,25/01/04,Milan,Ancona,5,0,H,0,0,D,1.1,7.0,15.0,1.1,7.1,18.2,1.12,6.0,14.0,1.12,6.0,15.0,1.11,6.5,17.0,1.11,6.5,17.0,1.1,6.5,17.0,1.5,2.35,,,1.95,1.9,-2.0,,,,2.0,1.9,-2.0,,1882.82,1537.58
I1,25/01/04,Modena,Inter,1,1,D,1,1,D,3.8,3.0,1.9,4.2,3.1,1.85,4.0,3.0,1.8,3.75,3.0,1.91,4.0,2.9,1.91,4.0,2.9,1.91,4.0,2.87,1.9,1.95,1.75,2.05,1.75,1.95,1.9,0.5,2.0,1.85,0.5,1.975,1.925,0.5,,1652.88,1833.39
I1,25/01/04,Parma,Bologna,0,0,D,0,0,D,1.8,3.0,4.33,1.85,2.85,4.75,1.8,2.8,4.4,1.73,2.88,5.0,1.75,3.0,4.75,1.75,3.0,4.75,1.8,2.9,4.5,1.9,1.79,2.05,1.75,2.0,1.85,-0.5,2.0,1.85,-0.5,2.025,1.875,-0.5,,1809.38,1682.55
I1,25/01/04,Roma,Udinese,1,1,D,1,0,H,1.4,4.0,9.0,1.36,4.0,8.4,1.4,3.7,6.5,1.36,3.75,8.0,1.36,4.0,7.5,1.36,4.0,7.5,1.36,3.75,8.0,1.71,2.0,1.85,1.95,1.85,2.0,-1.0,1.85,2.0,-1.0,1.875,2.025,-1.0,,1880.3,1765.23
I1,28/01/04,Milan,Siena,2,1,H,1,0,H,1.2,5.5,10.0,1.2,5.0,12.0,1.22,4.6,10.0,1.2,5.0,11.0,1.22,5.0,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.55,2.15,2.05,,2.0,1.85,-1.5,1.9,1.95,-1.5,1.95,1.95,-1.5,,1884.61,1678.55
I1,31/01/04,Brescia,Roma,1,0,H,1,0,H,4.5,3.2,1.833,4.3,3.0,1.85,4.0,2.9,1.85,4.333,3.0,1.8,3.75,3.1,1.9,3.75,3.1,1.9,4.5,3.1,1.72,1.75,1.95,1.9,1.9,2.0,1.85,0.5,2.0,1.85,0.5,1.95,1.95,0.5,,1694.34,1873.42
I1,31/01/04,Reggina,Empoli,2,0,H,0,0,D,1.909,2.9,4.0,1.95,2.9,4.0,1.85,2.8,4.2,1.909,3.0,3.75,1.91,2.9,4.0,1.9,2.9,4.0,1.9,2.87,4.0,2.05,1.65,2.05,1.75,2.05,1.8,-0.5,2.1,1.75,-0.5,2.075,1.825,-0.5,,1662.45,1625.36
I1,01/02/04,Ancona,Lecce,0,2,A,0,1,A,2.7,2.875,2.5,2.6,3.0,2.55,2.3,2.8,2.9,2.625,2.875,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.7,2.7,2.6,1.85,1.85,2.05,1.75,1.85,2.0,0.0,1.9,1.95,0.0,1.975,1.925,0.0,,1535.79,1601.04
I1,01/02/04,Bologna,Milan,0,2,A,0,1,A,4.0,3.1,1.833,4.4,3.1,1.8,4.2,3.1,1.75,4.333,3.0,1.8,4.2,3.0,1.83,4.2,3.0,1.83,4.0,3.1,1.8,1.85,1.85,1.9,1.9,1.95,1.9,0.5,1.95,1.9,0.5,1.975,1.925,0.5,,1689.72,1888.27
I1,01/02/04,Inter,Siena,4,0,H,1,0,H,1.364,4.333,9.0,1.33,4.25,8.5,1.33,3.8,8.0,1.4,3.75,7.0,1.3,4.33,8.5,1.3,4.33,8.5,1.3,4.2,8.5,1.65,2.05,1.8,2.0,2.02,1.83,-1.25,2.0,1.85,-1.25,2.025,1.875,-1.25,,1830.54,1674.89
I1,01/02/04,Juventus,Chievo,1,0,H,1,0,H,1.286,4.333,9.0,1.3,4.5,8.8,1.3,4.0,8.5,1.333,3.75,9.0,1.3,4.33,8.5,1.3,4.33,8.5,1.28,4.33,8.5,1.6,2.15,1.7,2.1,2.05,1.8,-1.5,1.95,1.9,-1.5,2.05,1.85,-1.5,,1927.33,1744.66
I1,01/02/04,Lazio,Sampdoria,1,1,D,1,0,H,1.727,3.0,5.0,1.7,3.1,5.15,1.8,3.1,3.8,1.727,2.875,5.0,1.67,3.2,5.0,1.66,3.2,5.0,1.66,3.1,5.0,1.79,1.9,1.9,1.9,1.7,2.15,-0.5,1.75,2.1,-0.5,1.8,2.1,-0.5,,1824.53,1710.64
I1,01/02/04,Perugia,Parma,2,2,D,2,2,D,2.5,3.0,2.625,2.45,2.9,2.85,2.4,2.8,2.8,2.375,3.0,2.75,2.5,2.88,2.7,2.5,2.87,2.7,2.25,2.87,3.0,1.79,1.9,1.9,1.9,2.1,1.75,-0.25,1.75,2.1,0.0,1.8,2.1,0.0,,1628.75,1802.21
I1,01/02/04,Udinese,Modena,1,0,H,0,0,D,1.667,3.2,5.0,1.67,3.1,5.5,1.65,3.1,4.8,1.615,3.2,5.5,1.62,3.2,5.5,1.61,3.2,5.5,1.61,3.1,5.5,2.0,1.71,2.1,1.7,1.8,2.05,-0.75,1.8,2.05,-0.75,1.85,2.05,-0.75,,1772.11,1655.73
I1,07/02/04,Chievo,Lecce,2,3,A,1,2,A,1.667,3.2,5.0,1.7,3.2,5.0,1.7,3.1,4.4,1.727,2.875,5.0,1.73,3.2,4.5,1.72,3.2,4.5,1.72,3.1,4.5,1.75,1.95,1.9,1.9,2.0,1.85,-0.75,1.95,1.9,-0.75,2.05,1.85,-0.75,,1740.55,1614.79
I1,07/02/04,Udinese,Bologna,1,3,A,1,1,D,1.909,3.1,4.333,1.8,2.8,5.25,1.85,2.8,4.2,1.8,2.75,5.0,1.83,2.88,4.5,1.83,2.87,4.5,1.9,2.7,4.33,2.05,1.65,2.15,1.66,1.95,1.9,-0.5,2.0,1.85,-0.5,1.975,1.925,-0.5,,1777.7,1680.67
I1,08/02/04,Empoli,Siena,1,0,H,0,0,D,2.2,3.0,2.1,2.1,2.82,3.65,2.0,2.8,3.6,2.1,3.0,3.2,2.1,2.88,3.4,2.1,2.87,3.4,2.2,2.8,3.2,1.85,1.85,1.95,1.85,1.95,1.9,-0.25,1.9,1.95,-0.25,1.925,1.975,-0.25,,1617.55,1670.22
I1,08/02/04,Milan,Perugia,2,1,H,0,0,D,1.143,6.5,12.0,1.15,6.2,14.0,1.2,4.8,11.0,1.143,5.5,15.0,1.17,5.5,13.0,1.16,5.5,13.0,1.16,5.5,12.0,1.55,2.25,1.7,2.1,1.85,2.0,-1.5,2.0,1.9,-1.5,2.0,1.9,-1.5,,1897.32,1631.35
I1,08/02/04,Modena,Ancona,2,1,H,1,1,D,1.571,3.25,6.0,1.5,3.55,6.5,1.6,3.2,5.0,1.571,3.25,5.5,1.53,3.4,6.0,1.53,3.4,6.0,,,,1.95,1.75,2.0,1.8,2.0,1.85,-1.0,1.95,1.9,-1.0,1.8,2.1,-0.75,,1650.14,1522.04
I1,08/02/04,Parma,Lazio,0,3,A,0,1,A,2.4,3.1,2.625,2.6,3.0,2.6,2.2,2.9,3.0,2.375,3.0,2.75,2.38,3.0,2.75,2.4,3.0,2.75,2.4,2.9,2.75,1.9,1.79,2.1,1.7,1.88,2.0,0.0,1.9,1.95,0.0,1.925,1.975,0.0,,1799.61,1817.68
I1,08/02/04,Reggina,Brescia,0,0,D,0,0,D,2.2,2.8,3.25,2.2,2.75,3.5,2.2,2.6,3.3,2.25,2.75,3.2,2.2,2.8,3.3,2.2,2.8,3.3,2.1,2.8,3.4,1.85,1.85,1.95,1.85,2.02,1.83,-0.25,2.1,1.75,-0.25,2.1,1.8,-0.25,,1670.26,1709.64
I1,08/02/04,Roma,Juventus,4,0,H,1,0,H,2.5,3.0,2.9,2.45,2.9,2.85,2.3,2.7,3.0,2.375,2.8,2.875,2.3,2.88,3.0,2.3,2.87,3.0,2.3,2.8,3.0,1.95,1.75,1.95,1.85,1.75,2.1,0.0,1.75,2.1,0.0,1.85,2.05,0.0,,1858.12,1931.44
I1,08/02/04,Sampdoria,Inter,2,2,D,0,1,A,2.75,3.0,2.375,3.0,3.0,2.3,2.9,2.8,2.3,2.8,2.875,2.375,3.0,3.0,2.25,3.0,3.0,2.25,3.0,2.87,2.25,1.85,1.85,2.05,1.75,1.95,1.9,0.25,2.05,1.8,0.25,1.975,1.925,0.25,,1717.49,1835.21
I1,14/02/04,Lazio,Empoli,3,0,H,2,0,H,1.364,4.0,7.5,1.4,4.0,7.5,1.33,4.0,7.5,1.333,3.75,9.0,1.36,4.0,7.5,1.36,4.0,7.5,1.33,4.0,8.0,1.75,1.95,1.75,2.05,1.75,2.1,-1.0,1.9,1.95,-1.25,1.75,2.15,-1.0,,1833.07,1628.36
I1,14/02/04,Perugia,Chievo,0,2,A,0,0,D,2.375,3.0,2.75,2.38,2.9,3.0,2.3,2.7,3.0,2.375,2.875,2.8,2.38,2.88,2.88,2.37,2.87,2.87,2.3,2.8,3.0,1.85,1.85,1.9,1.9,2.0,1.85,-0.25,1.95,1.9,-0.25,2.05,1.85,-0.25,,1628.64,1720.91
I1,15/02/04,Ancona,Roma,0,0,D,0,0,D,9.0,4.333,1.364,8.0,4.2,1.35,7.0,3.5,1.4,7.0,3.75,1.4,7.5,4.0,1.36,7.5,4.0,1.36,8.0,4.0,1.33,1.9,1.79,2.0,1.8,2.05,1.8,1.25,2.05,1.8,1.25,2.025,1.875,1.25,,1516.74,1869.66
I1,15/02/04,Bologna,Modena,1,1,D,1,0,H,1.727,3.0,5.0,1.8,2.85,5.1,1.8,2.9,4.2,1.727,2.875,5.0,1.73,3.0,5.0,1.72,3.0,5.0,1.72,2.9,5.0,1.95,1.75,1.9,1.9,2.05,1.8,-0.75,2.05,1.8,-0.75,2.05,1.85,-0.75,,1699.59,1655.44
I1,15/02/04,Brescia,Sampdoria,1,1,D,1,0,H,2.25,2.8,3.2,2.35,2.7,3.25,2.3,2.7,3.0,2.2,2.75,3.25,2.25,2.8,3.2,2.25,2.8,3.2,2.3,2.75,3.1,2.0,1.71,1.9,1.9,2.05,1.8,-0.25,2.0,1.85,-0.25,2.075,1.825,-0.25,,1711.8,1718.13
I1,15/02/04,Inter,Udinese,1,2,A,0,0,D,1.444,3.75,6.5,1.45,3.75,7.25,1.45,3.5,6.0,1.444,3.6,6.5,1.44,3.6,7.0,1.44,3.6,7.0,1.44,3.5,7.0,1.79,1.9,1.85,1.95,1.95,1.9,-1.0,1.95,1.9,-1.0,1.975,1.925,-1.0,,1834.57,1758.78
I1,15/02/04,Juventus,Reggina,1,0,H,0,0,D,1.25,5.5,10.0,1.25,4.9,10.0,1.22,4.8,9.5,1.2,5.0,11.0,1.22,5.0,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.65,2.05,1.7,2.1,1.85,2.0,-1.5,1.85,2.0,-1.5,1.875,2.025,-1.5,,1919.9,1668.1
I1,15/02/04,Lecce,Milan,1,1,D,1,0,H,5.5,3.2,1.615,5.35,3.3,1.65,5.6,3.4,1.5,5.0,3.25,1.615,5.0,3.4,1.62,5.0,3.4,1.61,5.5,3.3,1.57,1.9,1.79,1.95,1.85,1.9,1.95,0.75,1.9,1.95,0.75,2.0,1.9,0.75,,1634.43,1900.03
I1,15/02/04,Siena,Parma,1,2,A,1,0,H,2.3,3.0,2.875,2.4,3.0,2.8,2.4,2.9,2.7,2.25,3.0,2.875,2.38,2.88,2.88,2.37,2.87,2.87,2.37,2.9,2.8,1.9,1.79,2.0,1.8,2.05,1.8,-0.25,2.0,1.85,-0.25,2.05,1.85,-0.25,,1659.41,1784.22
I1,21/02/04,Milan,Inter,3,2,H,0,2,A,2.25,3.0,3.3,2.25,3.0,3.1,2.1,2.8,3.3,2.2,2.8,3.2,2.2,2.88,3.2,2.25,2.87,3.1,2.25,2.87,3.0,1.9,1.79,2.0,1.8,1.95,1.9,-0.25,1.95,1.9,-0.25,1.975,1.925,-0.25,,1894.49,1816.24
I1,21/02/04,Sampdoria,Parma,1,2,A,0,0,D,2.2,3.0,3.4,2.0,3.1,3.55,2.2,2.7,3.2,2.0,3.2,3.2,2.1,3.0,3.25,2.1,2.87,3.4,2.1,2.87,3.3,1.85,1.85,1.95,1.85,1.8,2.05,-0.25,1.75,2.1,-0.25,1.85,2.05,-0.25,,1721.42,1795.83
I1,22/02/04,Bologna,Juventus,0,1,A,0,0,D,4.333,3.1,1.909,3.9,3.1,1.9,3.8,3.0,1.85,4.0,2.875,1.909,3.8,3.0,1.91,4.0,3.1,1.85,4.0,3.0,1.83,1.9,1.79,1.9,1.9,1.73,1.9,0.5,1.95,1.9,0.5,1.925,1.975,0.5,,1694.68,1922.81
I1,22/02/04,Brescia,Lecce,1,2,A,0,1,A,1.833,3.0,4.2,1.9,3.0,4.1,1.85,2.9,4.0,1.833,3.0,4.0,1.91,2.88,4.0,1.9,2.9,4.0,1.9,2.87,4.0,1.85,1.85,1.9,1.9,1.9,1.73,-0.5,2.05,1.8,-0.5,2.075,1.825,-0.5,,1708.51,1639.97
I1,22/02/04,Chievo,Lazio,0,0,D,0,0,D,3.25,3.0,2.1,3.2,3.1,2.15,2.8,2.9,2.3,3.0,3.0,2.2,3.0,3.0,2.25,3.1,3.0,2.2,3.0,2.87,2.25,1.79,1.9,2.0,1.8,1.8,2.05,0.25,1.9,1.95,0.25,1.875,2.025,0.25,,1733.69,1836.76
I1,22/02/04,Modena,Empoli,1,1,D,1,0,H,1.833,3.0,4.2,1.9,3.0,4.1,1.8,2.9,4.2,1.909,2.875,4.0,1.8,3.0,4.33,1.85,3.1,4.0,1.8,3.0,4.2,2.0,1.71,2.05,1.75,1.9,1.73,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,,1660.35,1624.67
I1,22/02/04,Reggina,Perugia,1,2,A,0,1,A,1.8,3.0,4.333,1.75,3.2,4.6,1.8,3.0,4.0,1.727,3.2,4.333,1.8,3.0,4.33,1.85,3.0,4.2,1.83,2.87,4.33,2.0,1.71,2.05,1.75,1.75,1.89,-0.5,1.95,1.9,-0.5,2.05,1.85,-0.5,,1665.19,1615.86
I1,22/02/04,Roma,Siena,6,0,H,3,0,H,1.222,5.0,10.0,1.25,4.7,11.0,1.22,4.8,9.5,1.2,5.0,11.0,1.22,5.0,10.0,1.25,4.75,10.0,1.16,5.5,12.0,1.71,2.0,1.8,2.0,1.85,2.0,-1.5,1.9,1.95,-1.5,1.9,2.0,-1.5,,1861.89,1647.8
I1,22/02/04,Udinese,Ancona,3,0,H,0,0,D,1.364,4.0,7.5,1.4,4.1,7.0,1.3,4.0,8.5,1.364,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.28,4.5,8.0,1.9,1.79,1.95,1.85,1.8,2.05,-1.25,1.85,2.0,-1.25,1.9,2.0,-1.25,,1777.11,1524.51
I1,28/02/04,Empoli,Udinese,2,0,H,2,0,H,2.75,3.0,2.375,2.7,3.0,2.5,2.8,2.9,2.3,2.8,2.875,2.4,2.75,3.0,2.4,2.75,3.0,2.4,2.75,2.9,2.4,1.9,1.79,2.0,1.8,2.0,1.85,0.0,2.05,1.8,0.0,2.1,1.8,0.0,,1629.32,1780.01
I1,28/02/04,Siena,Reggina,0,0,D,0,0,D,2.0,3.0,3.5,2.0,3.0,3.7,2.0,2.7,3.6,1.909,3.0,3.75,2.0,3.0,3.5,2.0,3.0,3.5,2.0,2.87,3.6,1.9,1.79,2.0,1.8,1.9,1.95,-0.25,1.85,2.0,-0.25,1.85,2.05,-0.25,,1644.28,1647.63
I1,29/02/04,Inter,Brescia,1,3,A,0,0,D,1.5,3.4,6.5,1.42,3.75,7.5,1.4,3.7,6.5,1.444,3.6,6.5,1.44,3.75,6.5,1.44,3.75,6.5,1.4,3.6,7.5,1.71,2.0,1.8,2.0,1.85,2.0,-1.0,1.85,2.0,-1.0,1.85,2.05,-1.0,,1809.64,1690.38
I1,29/02/04,Juventus,Ancona,3,0,H,3,0,H,1.1,7.0,15.0,1.08,7.5,25.0,1.12,6.5,13.0,1.125,5.5,17.0,1.1,7.0,17.0,1.1,7.0,17.0,1.06,7.5,21.0,1.55,2.25,1.61,2.25,1.95,1.9,-2.0,1.9,1.95,-2.0,1.95,1.95,0.0,,1930.9,1521.61
I1,29/02/04,Lazio,Milan,0,1,A,0,0,D,2.625,3.0,2.75,2.6,3.0,2.6,2.6,2.8,2.6,2.625,2.875,2.5,2.5,3.0,2.6,2.5,3.0,2.6,2.6,2.8,2.6,1.85,1.85,2.05,1.75,1.8,2.05,0.0,1.9,1.95,0.0,1.925,1.975,0.0,,1836.65,1901.09
I1,29/02/04,Lecce,Modena,1,0,H,1,0,H,1.909,3.1,3.75,1.87,3.0,4.25,1.9,2.8,4.0,1.909,2.875,4.0,2.0,3.0,3.5,2.0,3.0,3.5,1.9,2.87,4.0,1.9,1.79,2.1,1.7,1.87,1.76,-0.5,2.0,1.85,-0.5,2.0,1.9,-0.5,,1658.1,1655.7
I1,29/02/04,Parma,Roma,1,4,A,1,1,D,3.1,3.0,2.2,3.5,3.05,2.05,3.2,2.9,2.1,3.0,3.0,2.2,3.25,3.0,2.1,3.25,3.0,2.1,3.1,2.87,2.2,1.85,1.85,2.1,1.7,1.63,2.05,0.5,1.8,2.05,0.5,2.05,1.85,0.25,,1809.25,1865.41
I1,29/02/04,Perugia,Bologna,4,2,H,1,0,H,2.375,3.0,2.75,2.5,3.0,2.7,1.9,3.0,3.6,2.5,2.75,2.75,2.5,2.87,2.75,2.5,2.87,2.75,2.5,2.75,2.8,1.95,1.75,1.95,1.85,2.05,1.8,-0.25,2.0,1.85,-0.25,2.1,1.8,-0.25,,1633.42,1686.59
I1,29/02/04,Sampdoria,Chievo,1,0,H,0,0,D,1.909,3.2,3.6,1.92,3.15,3.75,2.0,2.7,3.6,1.833,3.2,3.75,2.0,3.0,3.5,2.0,3.0,3.5,2.0,2.87,3.6,1.85,1.85,2.0,1.8,1.8,2.05,-0.25,1.8,2.05,-0.25,1.8,2.1,-0.25,,1708.0,1733.8
I1,06/03/04,Brescia,Juventus,2,3,A,2,0,H,4.5,3.2,1.833,4.0,3.25,1.85,3.4,2.9,2.0,4.0,2.875,1.909,3.75,3.1,1.91,3.75,3.1,1.9,4.0,2.87,1.9,1.85,1.85,1.95,1.85,1.79,1.85,0.5,1.9,1.95,0.5,1.95,1.95,0.5,,1709.86,1932.17
I1,06/03/04,Modena,Parma,2,2,D,1,1,D,2.5,3.0,2.6,2.5,3.0,2.7,2.7,2.9,2.4,2.5,2.875,2.625,2.5,2.88,2.75,2.5,2.87,2.75,2.6,2.8,2.6,2.0,1.71,2.05,1.75,2.05,1.8,-0.25,1.75,2.1,0.0,2.1,1.8,-0.25,,1646.78,1795.18
I1,07/03/04,Ancona,Reggina,1,1,D,1,1,D,2.875,3.0,2.3,3.0,3.0,2.3,,,,2.75,3.0,2.375,2.88,2.88,2.38,2.87,2.87,2.37,3.2,3.0,2.1,2.05,1.65,2.15,1.66,1.8,2.05,0.25,1.85,2.0,0.25,1.775,2.125,0.25,,1520.34,1651.02
I1,07/03/04,Chievo,Empoli,0,0,D,0,0,D,1.727,3.2,4.5,1.8,3.25,4.25,1.8,3.0,4.0,1.8,3.0,4.333,1.73,3.2,4.5,1.75,3.2,4.33,1.72,3.1,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,1.95,1.9,-0.5,1.9,2.0,-0.5,,1723.93,1643.63
I1,07/03/04,Lecce,Siena,0,0,D,0,0,D,1.8,3.0,4.333,1.8,3.0,4.75,1.75,2.9,4.6,1.833,3.0,4.0,1.85,3.1,4.0,1.85,3.1,4.0,1.8,2.9,4.5,1.95,1.75,2.05,1.75,1.8,1.84,-0.5,2.05,1.8,-0.5,2.025,1.875,-0.5,,1667.02,1640.89
I1,07/03/04,Milan,Sampdoria,3,1,H,2,1,H,1.4,4.0,9.0,1.35,4.1,8.5,1.35,3.8,7.5,1.364,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.36,3.75,8.0,1.95,1.75,1.9,1.9,1.75,2.1,-1.0,1.85,2.0,-1.0,1.8,2.1,-1.0,,1914.86,1717.87
I1,07/03/04,Roma,Inter,4,1,H,1,0,H,1.8,3.3,4.5,1.78,3.2,4.5,1.85,3.0,3.8,1.727,3.2,4.333,1.67,3.2,5.0,1.7,3.2,4.75,1.72,3.2,4.33,1.75,1.95,1.95,1.85,1.78,1.87,-0.5,1.85,2.0,-0.5,1.8,2.1,-0.5,,1879.48,1790.16
I1,07/03/04,Udinese,Perugia,1,1,D,0,0,D,1.667,3.2,5.0,1.65,3.25,5.35,1.75,3.0,4.4,1.667,3.25,4.5,1.67,3.2,5.0,1.66,3.2,5.0,1.61,3.1,5.5,1.85,1.85,1.95,1.85,2.1,1.75,-0.75,2.1,1.75,-0.75,2.05,1.85,-0.75,,1765.7,1644.25
I1,13/03/04,Empoli,Lecce,0,0,D,0,0,D,2.2,3.0,3.1,2.25,2.9,3.25,2.0,2.8,3.6,2.2,3.0,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,2.8,3.1,2.0,1.71,2.0,1.8,1.92,1.92,-0.25,1.9,1.95,-0.25,1.875,2.025,-0.25,,1649.59,1662.67
I1,13/03/04,Sampdoria,Bologna,3,2,H,2,1,H,1.833,3.1,4.0,1.9,3.0,4.2,1.8,2.8,4.4,1.909,2.875,4.0,1.91,3.1,3.75,1.91,3.1,3.75,1.83,3.0,4.0,1.9,1.79,2.1,1.7,1.9,1.75,-0.5,2.05,1.8,-0.5,2.05,1.85,-0.5,,1714.04,1675.76
I1,14/03/04,Inter,Chievo,0,0,D,0,0,D,1.667,3.4,5.5,1.63,3.25,5.5,1.65,3.2,4.6,1.615,3.25,5.0,1.67,3.2,5.0,1.67,3.2,5.0,1.57,3.3,5.5,1.71,2.0,1.95,1.85,1.63,2.04,-0.5,1.85,2.0,-0.5,1.85,2.05,-0.5,,1783.87,1717.97
I1,14/03/04,Juventus,Milan,1,3,A,0,1,A,2.5,3.0,2.875,2.6,2.85,2.75,2.3,2.8,2.9,2.25,3.0,2.875,2.62,2.88,2.62,2.5,2.88,2.75,2.5,2.75,2.8,1.9,1.79,2.05,1.75,2.6,1.43,-0.5,1.95,1.9,0.0,1.95,1.95,0.0,,1940.44,1918.69
I1,14/03/04,Lazio,Udinese,2,2,D,2,1,H,1.667,3.75,5.0,1.7,3.25,5.0,1.6,3.3,4.8,1.615,3.25,5.0,1.62,3.4,5.0,1.62,3.4,5.0,1.66,3.1,5.0,1.75,1.95,1.9,1.9,1.95,1.9,-0.75,1.95,1.9,-0.75,1.925,1.975,-0.75,,1822.88,1758.66
I1,14/03/04,Parma,Brescia,2,2,D,1,1,D,1.833,3.1,4.0,1.9,3.0,4.2,1.85,3.0,3.8,1.909,3.0,3.75,1.91,3.1,3.75,1.91,3.1,3.75,1.83,2.87,4.33,1.85,1.85,2.0,1.8,1.9,1.75,-0.5,2.05,1.8,-0.5,2.1,1.8,-0.5,,1793.45,1701.59
I1,14/03/04,Perugia,Modena,1,1,D,0,1,A,2.0,3.0,3.5,1.85,3.0,4.5,1.85,2.8,4.2,1.909,2.875,4.0,2.0,3.0,3.6,2.0,3.0,3.6,2.0,2.8,3.75,1.85,1.85,1.95,1.85,1.85,1.8,-0.5,2.0,1.85,-0.5,2.1,1.8,-0.5,,1651.29,1648.51
I1,14/03/04,Reggina,Roma,0,0,D,0,0,D,5.0,3.4,1.615,5.85,3.35,1.6,4.6,3.2,1.65,5.5,2.875,1.667,5.0,3.2,1.67,5.0,3.2,1.67,5.5,3.1,1.61,1.85,1.85,2.0,1.8,2.05,1.8,0.75,1.95,1.9,0.75,2.025,1.875,0.75,,1649.92,1885.77
I1,14/03/04,Siena,Ancona,3,2,H,3,1,H,1.444,3.6,7.0,1.42,4.0,7.0,1.4,3.7,6.5,1.5,3.25,6.5,1.44,3.6,7.0,1.44,3.6,7.0,1.4,3.5,8.0,1.85,1.85,1.95,1.85,2.05,1.8,-1.25,1.95,1.9,-1.25,2.075,1.825,-1.25,,1645.24,1521.44
I1,20/03/04,Milan,Parma,3,1,H,1,0,H,1.4,4.0,9.0,1.4,3.9,7.75,1.45,3.6,5.8,1.364,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.36,3.75,8.0,1.77,1.95,1.8,2.0,1.92,1.92,-1.0,1.95,1.9,-1.0,1.925,1.975,-1.0,,1935.4,1787.17
I1,20/03/04,Udinese,Juventus,0,0,D,0,0,D,3.25,3.0,2.3,3.0,3.0,2.3,2.9,2.8,2.3,3.2,2.8,2.2,3.0,3.0,2.25,3.0,3.0,2.25,2.9,2.9,2.3,1.9,1.79,2.0,1.8,1.77,2.1,0.25,1.8,2.05,0.25,1.825,2.075,0.25,,1764.16,1923.73
I1,21/03/04,Ancona,Inter,0,2,A,0,0,D,5.5,3.4,1.571,6.5,3.55,1.5,5.8,3.6,1.45,5.5,3.25,1.571,5.5,3.5,1.53,5.5,3.5,1.53,7.0,3.2,1.5,1.79,1.95,1.95,1.85,2.0,1.85,1.0,2.0,1.85,1.0,2.025,1.875,1.0,,1516.04,1778.32
I1,21/03/04,Bologna,Brescia,3,0,H,1,0,H,2.2,3.0,3.4,2.15,2.9,3.45,2.1,2.7,3.5,2.1,2.625,3.75,2.2,2.88,3.2,2.2,2.87,3.2,2.2,2.75,3.25,1.85,1.85,2.0,1.8,1.85,2.0,-0.25,1.85,2.0,-0.25,1.95,1.95,-0.25,,1667.99,1707.87
