season,file,round,round_start,window_days,matches,correct,accuracy
2014-15,SP1_elo.csv,22,2015-02-06,1825,10,6,0.6
2014-15,SP1_elo.csv,23,2015-02-13,1825,10,4,0.4
2014-15,SP1_elo.csv,24,2015-02-20,1825,10,8,0.8
2014-15,SP1_elo.csv,25,2015-02-27,1825,10,5,0.5
2014-15,SP1_elo.csv,26,2015-03-06,1825,10,6,0.6
2014-15,SP1_elo.csv,27,2015-03-13,1825,10,6,0.6
2014-15,SP1_elo.csv,28,2015-03-20,1825,10,6,0.6
2014-15,SP1_elo.csv,29,2015-04-03,1825,10,5,0.5
2014-15,SP1_elo.csv,30,2015-04-07,1825,10,5,0.5
2014-15,SP1_elo.csv,31,2015-04-11,1825,10,5,0.5
2014-15,SP1_elo.csv,32,2015-04-17,1825,10,6,0.6
2014-15,SP1_elo.csv,33,2015-04-24,1825,10,7,0.7
2014-15,SP1_elo.csv,34,2015-04-28,1825,10,7,0.7
2014-15,SP1_elo.csv,35,2015-05-01,1825,10,4,0.4
2014-15,SP1_elo.csv,36,2015-05-08,1825,10,4,0.4
2014-15,SP1_elo.csv,37,2015-05-17,1825,10,5,0.5
2014-15,SP1_elo.csv,38,2015-05-23,1825,10,6,0.6
2015-16,SP1_elo.csv,1,2015-08-21,1825,10,3,0.3
2015-16,SP1_elo.csv,2,2015-08-28,1825,10,4,0.4
2015-16,SP1_elo.csv,3,2015-09-11,1825,10,5,0.5
2015-16,SP1_elo.csv,4,2015-09-18,1825,10,5,0.5
2015-16,SP1_elo.csv,5,2015-09-22,1825,10,4,0.4
2015-16,SP1_elo.csv,6,2015-09-25,1825,10,5,0.5
2015-16,SP1_elo.csv,7,2015-10-02,1825,10,2,0.2
2015-16,SP1_elo.csv,8,2015-10-17,1825,10,5,0.5
2015-16,SP1_elo.csv,9,2015-10-23,1825,10,7,0.7
2015-16,SP1_elo.csv,10,2015-10-30,1825,10,7,0.7
2015-16,SP1_elo.csv,11,2015-11-06,1825,10,6,0.6
2015-16,SP1_elo.csv,12,2015-11-21,1825,10,2,0.2
2015-16,SP1_elo.csv,13,2015-11-27,1825,10,6,0.6
2015-16,SP1_elo.csv,14,2015-12-05,1825,10,5,0.5
2015-16,SP1_elo.csv,15,2015-12-11,1825,10,4,0.4
2015-16,SP1_elo.csv,16,2015-12-19,1825,9,5,0.5555555555555556
2015-16,SP1_elo.csv,17,2015-12-30,1825,10,7,0.7
2015-16,SP1_elo.csv,18,2016-01-02,1825,10,2,0.2
2015-16,SP1_elo.csv,19,2016-01-09,1825,10,8,0.8
2015-16,SP1_elo.csv,20,2016-01-16,1825,10,7,0.7
2015-16,SP1_elo.csv,21,2016-01-22,1825,10,5,0.5
2015-16,SP1_elo.csv,22,2016-01-30,1825,10,7,0.7
2015-16,SP1_elo.csv,23,2016-02-05,1825,10,5,0.5
2015-16,SP1_elo.csv,24,2016-02-12,1825,11,9,0.8181818181818182
2015-16,SP1_elo.csv,25,2016-02-19,1825,10,5,0.5
2015-16,SP1_elo.csv,26,2016-02-26,1825,10,3,0.3
2015-16,SP1_elo.csv,27,2016-03-01,1825,10,7,0.7
2015-16,SP1_elo.csv,28,2016-03-05,1825,10,6,0.6
2015-16,SP1_elo.csv,29,2016-03-11,1825,10,7,0.7
2015-16,SP1_elo.csv,30,2016-03-18,1825,10,2,0.2
2015-16,SP1_elo.csv,31,2016-04-01,1825,10,4,0.4
2015-16,SP1_elo.csv,32,2016-04-08,1825,10,7,0.7
2015-16,SP1_elo.csv,33,2016-04-15,1825,10,4,0.4
2015-16,SP1_elo.csv,34,2016-04-19,1825,10,6,0.6
2015-16,SP1_elo.csv,35,2016-04-22,1825,10,6,0.6
2015-16,SP1_elo.csv,36,2016-04-29,1825,10,7,0.7
2015-16,SP1_elo.csv,37,2016-05-08,1825,10,4,0.4
2015-16,SP1_elo.csv,38,2016-05-13,1825,10,8,0.8
2016-17,SP1_elo.csv,1,2016-08-19,1825,10,4,0.4
2016-17,SP1_elo.csv,2,2016-08-26,1825,10,4,0.4
2016-17,SP1_elo.csv,3,2016-09-09,1825,10,5,0.5
2016-17,SP1_elo.csv,4,2016-09-16,1825,10,6,0.6
2016-17,SP1_elo.csv,5,2016-09-20,1825,10,6,0.6
2016-17,SP1_elo.csv,6,2016-09-23,1825,10,7,0.7
2016-17,SP1_elo.csv,7,2016-09-30,1825,10,4,0.4
2016-17,SP1_elo.csv,8,2016-10-14,1825,10,5,0.5
2016-17,SP1_elo.csv,9,2016-10-21,1825,10,6,0.6
2016-17,SP1_elo.csv,10,2016-10-28,1825,10,3,0.3
2016-17,SP1_elo.csv,11,2016-11-04,1825,10,6,0.6
2016-17,SP1_elo.csv,12,2016-11-18,1825,10,5,0.5
2016-17,SP1_elo.csv,13,2016-11-25,1825,10,7,0.7
2016-17,SP1_elo.csv,14,2016-12-03,1825,10,2,0.2
2016-17,SP1_elo.csv,15,2016-12-09,1825,10,4,0.4
2016-17,SP1_elo.csv,16,2016-12-16,1825,9,8,0.8888888888888888
2016-17,SP1_elo.csv,17,2017-01-06,1825,10,5,0.5
2016-17,SP1_elo.csv,18,2017-01-14,1825,10,4,0.4
2016-17,SP1_elo.csv,19,2017-01-20,1825,10,5,0.5
2016-17,SP1_elo.csv,20,2017-01-27,1825,10,5,0.5
2016-17,SP1_elo.csv,21,2017-02-04,1825,9,4,0.4444444444444444
2016-17,SP1_elo.csv,22,2017-02-10,1825,9,6,0.6666666666666666
2016-17,SP1_elo.csv,23,2017-02-17,1825,11,7,0.6363636363636364
2016-17,SP1_elo.csv,24,2017-02-24,1825,10,8,0.8
2016-17,SP1_elo.csv,25,2017-02-28,1825,10,4,0.4
2016-17,SP1_elo.csv,26,2017-03-03,1825,11,8,0.7272727272727273
2016-17,SP1_elo.csv,27,2017-03-10,1825,10,3,0.3
2016-17,SP1_elo.csv,28,2017-03-17,1825,10,6,0.6
2016-17,SP1_elo.csv,29,2017-03-31,1825,10,7,0.7
2016-17,SP1_elo.csv,30,2017-04-04,1825,10,7,0.7
2016-17,SP1_elo.csv,31,2017-04-07,1825,10,7,0.7
2016-17,SP1_elo.csv,32,2017-04-14,1825,10,8,0.8
2016-17,SP1_elo.csv,33,2017-04-21,1825,10,5,0.5
2016-17,SP1_elo.csv,34,2017-04-25,1825,10,6,0.6
2016-17,SP1_elo.csv,35,2017-04-28,1825,10,7,0.7
2016-17,SP1_elo.csv,36,2017-05-05,1825,10,9,0.9
2016-17,SP1_elo.csv,37,2017-05-13,1825,11,5,0.45454545454545453
2016-17,SP1_elo.csv,38,2017-05-19,1825,10,6,0.6
2017-18,SP1_elo.csv,1,2017-08-18,1825,10,3,0.3
2017-18,SP1_elo.csv,2,2017-08-25,1825,10,6,0.6
2017-18,SP1_elo.csv,3,2017-09-08,1825,10,6,0.6
2017-18,SP1_elo.csv,4,2017-09-15,1825,10,7,0.7
2017-18,SP1_elo.csv,5,2017-09-19,1825,10,5,0.5
2017-18,SP1_elo.csv,6,2017-09-23,1825,10,5,0.5
2017-18,SP1_elo.csv,7,2017-09-29,1825,10,6,0.6
2017-18,SP1_elo.csv,8,2017-10-13,1825,10,3,0.3
2017-18,SP1_elo.csv,9,2017-10-21,1825,10,6,0.6
2017-18,SP1_elo.csv,10,2017-10-28,1825,10,5,0.5
2017-18,SP1_elo.csv,11,2017-11-03,1825,10,8,0.8
2017-18,SP1_elo.csv,12,2017-11-17,1825,10,5,0.5
2017-18,SP1_elo.csv,13,2017-11-24,1825,10,4,0.4
2017-18,SP1_elo.csv,14,2017-12-01,1825,10,4,0.4
2017-18,SP1_elo.csv,15,2017-12-08,1825,10,7,0.7
2017-18,SP1_elo.csv,16,2017-12-15,1825,9,3,0.3333333333333333
2017-18,SP1_elo.csv,17,2017-12-19,1825,10,5,0.5
2017-18,SP1_elo.csv,18,2018-01-06,1825,10,6,0.6
2017-18,SP1_elo.csv,19,2018-01-12,1825,10,6,0.6
2017-18,SP1_elo.csv,20,2018-01-19,1825,10,3,0.3
2017-18,SP1_elo.csv,21,2018-01-26,1825,10,6,0.6
2017-18,SP1_elo.csv,22,2018-02-02,1825,10,6,0.6
2017-18,SP1_elo.csv,23,2018-02-09,1825,10,4,0.4
2017-18,SP1_elo.csv,24,2018-02-16,1825,11,10,0.9090909090909091
2017-18,SP1_elo.csv,25,2018-02-23,1825,10,7,0.7
2017-18,SP1_elo.csv,26,2018-02-27,1825,10,6,0.6
2017-18,SP1_elo.csv,27,2018-03-03,1825,10,7,0.7
2017-18,SP1_elo.csv,28,2018-03-09,1825,10,7,0.7
2017-18,SP1_elo.csv,29,2018-03-16,1825,10,4,0.4
2017-18,SP1_elo.csv,30,2018-03-31,1825,10,3,0.3
2017-18,SP1_elo.csv,31,2018-04-06,1825,10,8,0.8
2017-18,SP1_elo.csv,32,2018-04-13,1825,10,6,0.6
2017-18,SP1_elo.csv,33,2018-04-17,1825,10,3,0.3
2017-18,SP1_elo.csv,34,2018-04-20,1825,8,1,0.125
2017-18,SP1_elo.csv,35,2018-04-27,1825,11,7,0.6363636363636364
2017-18,SP1_elo.csv,36,2018-05-04,1825,11,6,0.5454545454545454
2017-18,SP1_elo.csv,37,2018-05-12,1825,10,7,0.7
2017-18,SP1_elo.csv,38,2018-05-19,1825,10,6,0.6
2018-19,SP1_elo.csv,1,2018-08-17,1825,10,4,0.4
2018-19,SP1_elo.csv,2,2018-08-24,1825,10,5,0.5
2018-19,SP1_elo.csv,3,2018-08-31,1825,9,5,0.5555555555555556
2018-19,SP1_elo.csv,4,2018-09-14,1825,10,4,0.4
2018-19,SP1_elo.csv,5,2018-09-21,1825,10,3,0.3
2018-19,SP1_elo.csv,6,2018-09-25,1825,10,3,0.3
2018-19,SP1_elo.csv,7,2018-09-28,1825,10,2,0.2
2018-19,SP1_elo.csv,8,2018-10-05,1825,10,5,0.5
2018-19,SP1_elo.csv,9,2018-10-19,1825,11,1,0.09090909090909091
2018-19,SP1_elo.csv,10,2018-10-26,1825,10,8,0.8
2018-19,SP1_elo.csv,11,2018-11-03,1825,10,4,0.4
2018-19,SP1_elo.csv,12,2018-11-09,1825,10,4,0.4
2018-19,SP1_elo.csv,13,2018-11-23,1825,10,4,0.4
2018-19,SP1_elo.csv,14,2018-11-30,1825,10,6,0.6
2018-19,SP1_elo.csv,15,2018-12-07,1825,10,5,0.5
2018-19,SP1_elo.csv,16,2018-12-14,1825,10,5,0.5
2018-19,SP1_elo.csv,17,2018-12-21,1825,10,3,0.3
2018-19,SP1_elo.csv,18,2019-01-04,1825,10,3,0.3
2018-19,SP1_elo.csv,19,2019-01-11,1825,10,6,0.6
2018-19,SP1_elo.csv,20,2019-01-18,1825,10,7,0.7
2018-19,SP1_elo.csv,21,2019-01-26,1825,10,7,0.7
2018-19,SP1_elo.csv,22,2019-02-01,1825,10,4,0.4
2018-19,SP1_elo.csv,23,2019-02-08,1825,10,4,0.4
2018-19,SP1_elo.csv,24,2019-02-15,1825,10,4,0.4
2018-19,SP1_elo.csv,25,2019-02-22,1825,10,5,0.5
2018-19,SP1_elo.csv,26,2019-03-01,1825,10,5,0.5
2018-19,SP1_elo.csv,27,2019-03-08,1825,10,5,0.5
2018-19,SP1_elo.csv,28,2019-03-15,1825,10,3,0.3
2018-19,SP1_elo.csv,29,2019-03-29,1825,10,4,0.4
2018-19,SP1_elo.csv,30,2019-04-02,1825,10,7,0.7
2018-19,SP1_elo.csv,31,2019-04-06,1825,10,6,0.6
2018-19,SP1_elo.csv,32,2019-04-13,1825,10,5,0.5
2018-19,SP1_elo.csv,33,2019-04-19,1825,10,6,0.6
2018-19,SP1_elo.csv,34,2019-04-23,1825,10,6,0.6
2018-19,SP1_elo.csv,35,2019-04-27,1825,10,3,0.3
2018-19,SP1_elo.csv,36,2019-05-03,1825,10,5,0.5
2018-19,SP1_elo.csv,37,2019-05-12,1825,10,5,0.5
2018-19,SP1_elo.csv,38,2019-05-18,1825,10,5,0.5
2019-20,SP1_elo.csv,1,2019-08-16,1825,10,4,0.4
2019-20,SP1_elo.csv,2,2019-08-23,1825,10,4,0.4
2019-20,SP1_elo.csv,3,2019-08-30,1825,10,5,0.5
2019-20,SP1_elo.csv,4,2019-09-13,1825,10,2,0.2
2019-20,SP1_elo.csv,5,2019-09-20,1825,10,3,0.3
2019-20,SP1_elo.csv,6,2019-09-24,1825,10,6,0.6
2019-20,SP1_elo.csv,7,2019-09-27,1825,10,6,0.6
2019-20,SP1_elo.csv,8,2019-10-04,1825,10,4,0.4
2019-20,SP1_elo.csv,9,2019-10-18,1825,10,6,0.6
2019-20,SP1_elo.csv,10,2019-10-25,1825,9,6,0.6666666666666666
2019-20,SP1_elo.csv,11,2019-10-29,1825,10,6,0.6
2019-20,SP1_elo.csv,12,2019-11-02,1825,10,5,0.5
2019-20,SP1_elo.csv,13,2019-11-08,1825,10,7,0.7
2019-20,SP1_elo.csv,14,2019-11-22,1825,10,5,0.5
2019-20,SP1_elo.csv,15,2019-11-29,1825,10,6,0.6
2019-20,SP1_elo.csv,16,2019-12-06,1825,10,6,0.6
2019-20,SP1_elo.csv,17,2019-12-13,1825,11,2,0.18181818181818182
2019-20,SP1_elo.csv,18,2019-12-20,1825,10,8,0.8
2019-20,SP1_elo.csv,19,2020-01-03,1825,10,3,0.3
2019-20,SP1_elo.csv,20,2020-01-17,1825,10,4,0.4
2019-20,SP1_elo.csv,21,2020-01-24,1825,10,5,0.5
2019-20,SP1_elo.csv,22,2020-02-01,1825,10,5,0.5
2019-20,SP1_elo.csv,23,2020-02-07,1825,10,8,0.8
2019-20,SP1_elo.csv,24,2020-02-14,1825,9,4,0.4444444444444444
2019-20,SP1_elo.csv,25,2020-02-21,1825,10,6,0.6
2019-20,SP1_elo.csv,26,2020-02-28,1825,10,7,0.7
2019-20,SP1_elo.csv,27,2020-03-06,1825,11,2,0.18181818181818182
2019-20,SP1_elo.csv,28,2020-06-11,1825,10,4,0.4
2019-20,SP1_elo.csv,29,2020-06-15,1825,10,5,0.5
2019-20,SP1_elo.csv,30,2020-06-19,1825,10,5,0.5
2019-20,SP1_elo.csv,31,2020-06-22,1825,10,4,0.4
2019-20,SP1_elo.csv,32,2020-06-26,1825,10,7,0.7
2019-20,SP1_elo.csv,33,2020-06-30,1825,10,4,0.4
2019-20,SP1_elo.csv,34,2020-07-03,1825,10,5,0.5
2019-20,SP1_elo.csv,35,2020-07-07,1825,10,5,0.5
2019-20,SP1_elo.csv,36,2020-07-11,1825,10,5,0.5
2019-20,SP1_elo.csv,37,2020-07-16,1825,10,4,0.4
2019-20,SP1_elo.csv,38,2020-07-19,1825,10,6,0.6
2020-21,SP1_elo.csv,1,2020-09-12,1825,7,2,0.2857142857142857
2020-21,SP1_elo.csv,2,2020-09-19,1825,7,5,0.7142857142857143
2020-21,SP1_elo.csv,3,2020-09-26,1825,12,5,0.4166666666666667
2020-21,SP1_elo.csv,4,2020-09-29,1825,9,5,0.5555555555555556
2020-21,SP1_elo.csv,5,2020-10-03,1825,11,4,0.36363636363636365
2020-21,SP1_elo.csv,6,2020-10-17,1825,10,3,0.3
2020-21,SP1_elo.csv,7,2020-10-23,1825,10,4,0.4
2020-21,SP1_elo.csv,8,2020-10-30,1825,9,6,0.6666666666666666
2020-21,SP1_elo.csv,9,2020-11-06,1825,10,4,0.4
2020-21,SP1_elo.csv,10,2020-11-20,1825,10,3,0.3
2020-21,SP1_elo.csv,11,2020-11-27,1825,10,5,0.5
2020-21,SP1_elo.csv,12,2020-12-04,1825,13,5,0.38461538461538464
2020-21,SP1_elo.csv,13,2020-12-11,1825,7,4,0.5714285714285714
2020-21,SP1_elo.csv,14,2020-12-16,1825,10,6,0.6
2020-21,SP1_elo.csv,15,2020-12-19,1825,10,7,0.7
2020-21,SP1_elo.csv,16,2020-12-22,1825,9,5,0.5555555555555556
2020-21,SP1_elo.csv,17,2020-12-31,1825,12,7,0.5833333333333334
2020-21,SP1_elo.csv,18,2021-01-03,1825,10,5,0.5
2020-21,SP1_elo.csv,19,2021-01-09,1825,11,7,0.6363636363636364
2020-21,SP1_elo.csv,20,2021-01-22,1825,10,5,0.5
2020-21,SP1_elo.csv,21,2021-01-29,1825,9,5,0.5555555555555556
2020-21,SP1_elo.csv,22,2021-02-05,1825,10,6,0.6
2020-21,SP1_elo.csv,23,2021-02-12,1825,11,5,0.45454545454545453
2020-21,SP1_elo.csv,24,2021-02-19,1825,11,8,0.7272727272727273
2020-21,SP1_elo.csv,25,2021-02-26,1825,11,3,0.2727272727272727
2020-21,SP1_elo.csv,26,2021-03-05,1825,10,8,0.8
2020-21,SP1_elo.csv,27,2021-03-12,1825,11,6,0.5454545454545454
2020-21,SP1_elo.csv,28,2021-03-19,1825,10,6,0.6
2020-21,SP1_elo.csv,29,2021-04-02,1825,10,4,0.4
2020-21,SP1_elo.csv,30,2021-04-09,1825,10,3,0.3
2020-21,SP1_elo.csv,31,2021-04-18,1825,8,4,0.5
2020-21,SP1_elo.csv,32,2021-04-21,1825,10,7,0.7
2020-21,SP1_elo.csv,33,2021-04-24,1825,12,5,0.4166666666666667
2020-21,SP1_elo.csv,34,2021-04-30,1825,10,6,0.6
2020-21,SP1_elo.csv,35,2021-05-07,1825,10,4,0.4
2020-21,SP1_elo.csv,36,2021-05-11,1825,10,6,0.6
2020-21,SP1_elo.csv,37,2021-05-16,1825,10,7,0.7
2020-21,SP1_elo.csv,38,2021-05-21,1825,10,5,0.5
2021-22,SP1_elo.csv,1,2021-08-13,1825,10,5,0.5
2021-22,SP1_elo.csv,2,2021-08-20,1825,10,3,0.3
2021-22,SP1_elo.csv,3,2021-08-27,1825,10,6,0.6
2021-22,SP1_elo.csv,4,2021-09-11,1825,8,4,0.5
2021-22,SP1_elo.csv,5,2021-09-17,1825,10,2,0.2
2021-22,SP1_elo.csv,6,2021-09-21,1825,10,6,0.6
2021-22,SP1_elo.csv,7,2021-09-25,1825,10,6,0.6
2021-22,SP1_elo.csv,8,2021-10-01,1825,10,6,0.6
2021-22,SP1_elo.csv,9,2021-10-16,1825,10,7,0.7
2021-22,SP1_elo.csv,10,2021-10-22,1825,8,2,0.25
2021-22,SP1_elo.csv,11,2021-10-26,1825,11,3,0.2727272727272727
2021-22,SP1_elo.csv,12,2021-10-30,1825,9,5,0.5555555555555556
2021-22,SP1_elo.csv,13,2021-11-05,1825,12,5,0.4166666666666667
2021-22,SP1_elo.csv,14,2021-11-19,1825,11,7,0.6363636363636364
2021-22,SP1_elo.csv,15,2021-11-27,1825,10,5,0.5
2021-22,SP1_elo.csv,16,2021-12-04,1825,8,3,0.375
2021-22,SP1_elo.csv,17,2021-12-10,1825,11,7,0.6363636363636364
2021-22,SP1_elo.csv,18,2021-12-17,1825,12,7,0.5833333333333334
2021-22,SP1_elo.csv,19,2021-12-22,1825,9,5,0.5555555555555556
2021-22,SP1_elo.csv,20,2022-01-02,1825,10,4,0.4
2021-22,SP1_elo.csv,21,2022-01-08,1825,8,4,0.5
2021-22,SP1_elo.csv,22,2022-01-21,1825,11,5,0.45454545454545453
2021-22,SP1_elo.csv,23,2022-02-04,1825,9,6,0.6666666666666666
2021-22,SP1_elo.csv,24,2022-02-11,1825,11,4,0.36363636363636365
2021-22,SP1_elo.csv,25,2022-02-18,1825,10,7,0.7
2021-22,SP1_elo.csv,26,2022-02-25,1825,11,8,0.7272727272727273
2021-22,SP1_elo.csv,27,2022-03-04,1825,10,8,0.8
2021-22,SP1_elo.csv,28,2022-03-11,1825,10,6,0.6
2021-22,SP1_elo.csv,29,2022-03-18,1825,10,3,0.3
2021-22,SP1_elo.csv,30,2022-04-02,1825,10,7,0.7
2021-22,SP1_elo.csv,31,2022-04-08,1825,10,7,0.7
2021-22,SP1_elo.csv,32,2022-04-15,1825,10,3,0.3
2021-22,SP1_elo.csv,33,2022-04-19,1825,11,5,0.45454545454545453
2021-22,SP1_elo.csv,34,2022-04-29,1825,10,2,0.2
2021-22,SP1_elo.csv,35,2022-05-06,1825,10,3,0.3
2021-22,SP1_elo.csv,36,2022-05-10,1825,10,6,0.6
2021-22,SP1_elo.csv,37,2022-05-14,1825,10,5,0.5
2021-22,SP1_elo.csv,38,2022-05-20,1825,10,3,0.3
2022-23,SP1_elo.csv,1,2022-08-12,1825,10,5,0.5
2022-23,SP1_elo.csv,2,2022-08-19,1825,10,5,0.5
2022-23,SP1_elo.csv,3,2022-08-26,1825,10,5,0.5
2022-23,SP1_elo.csv,4,2022-09-02,1825,10,6,0.6
2022-23,SP1_elo.csv,5,2022-09-09,1825,10,8,0.8
2022-23,SP1_elo.csv,6,2022-09-16,1825,10,6,0.6
2022-23,SP1_elo.csv,7,2022-09-30,1825,10,4,0.4
2022-23,SP1_elo.csv,8,2022-10-07,1825,10,5,0.5
2022-23,SP1_elo.csv,9,2022-10-14,1825,10,6,0.6
2022-23,SP1_elo.csv,10,2022-10-18,1825,10,6,0.6
2022-23,SP1_elo.csv,11,2022-10-22,1825,10,4,0.4
2022-23,SP1_elo.csv,12,2022-10-28,1825,10,4,0.4
2022-23,SP1_elo.csv,13,2022-11-04,1825,10,2,0.2
2022-23,SP1_elo.csv,14,2022-11-08,1825,10,5,0.5
2022-23,SP1_elo.csv,15,2022-12-29,1825,10,5,0.5
2022-23,SP1_elo.csv,16,2023-01-06,1825,10,4,0.4
2022-23,SP1_elo.csv,17,2023-01-13,1825,8,2,0.25
2022-23,SP1_elo.csv,18,2023-01-20,1825,10,7,0.7
2022-23,SP1_elo.csv,19,2023-01-27,1825,12,10,0.8333333333333334
2022-23,SP1_elo.csv,20,2023-02-03,1825,10,4,0.4
2022-23,SP1_elo.csv,21,2023-02-10,1825,10,6,0.6
2022-23,SP1_elo.csv,22,2023-02-17,1825,10,7,0.7
2022-23,SP1_elo.csv,23,2023-02-24,1825,10,5,0.5
2022-23,SP1_elo.csv,24,2023-03-03,1825,10,4,0.4
2022-23,SP1_elo.csv,25,2023-03-10,1825,10,6,0.6
2022-23,SP1_elo.csv,26,2023-03-17,1825,10,5,0.5
2022-23,SP1_elo.csv,27,2023-03-31,1825,10,5,0.5
2022-23,SP1_elo.csv,28,2023-04-07,1825,10,4,0.4
2022-23,SP1_elo.csv,29,2023-04-14,1825,10,7,0.7
2022-23,SP1_elo.csv,30,2023-04-21,1825,10,7,0.7
2022-23,SP1_elo.csv,31,2023-04-25,1825,10,4,0.4
2022-23,SP1_elo.csv,32,2023-04-28,1825,10,6,0.6
2022-23,SP1_elo.csv,33,2023-05-02,1825,10,7,0.7
2022-23,SP1_elo.csv,34,2023-05-12,1825,10,7,0.7
2022-23,SP1_elo.csv,35,2023-05-19,1825,10,4,0.4
2022-23,SP1_elo.csv,36,2023-05-23,1825,10,5,0.5
2022-23,SP1_elo.csv,37,2023-05-27,1825,10,5,0.5
2022-23,SP1_elo.csv,38,2023-06-04,1825,10,3,0.3
2023-24,SP1_elo.csv,1,2023-08-11,1825,10,3,0.3
2023-24,SP1_elo.csv,2,2023-08-18,1825,10,4,0.4
2023-24,SP1_elo.csv,3,2023-08-25,1825,10,6,0.6
2023-24,SP1_elo.csv,4,2023-09-01,1825,9,6,0.6666666666666666
2023-24,SP1_elo.csv,5,2023-09-15,1825,10,7,0.7
2023-24,SP1_elo.csv,6,2023-09-22,1825,10,6,0.6
2023-24,SP1_elo.csv,7,2023-09-26,1825,10,4,0.4
2023-24,SP1_elo.csv,8,2023-09-29,1825,10,7,0.7
2023-24,SP1_elo.csv,9,2023-10-06,1825,10,3,0.3
2023-24,SP1_elo.csv,10,2023-10-20,1825,10,6,0.6
2023-24,SP1_elo.csv,11,2023-10-27,1825,10,4,0.4
2023-24,SP1_elo.csv,12,2023-11-03,1825,10,4,0.4
2023-24,SP1_elo.csv,13,2023-11-10,1825,10,6,0.6
2023-24,SP1_elo.csv,14,2023-11-24,1825,10,6,0.6
2023-24,SP1_elo.csv,15,2023-12-01,1825,10,5,0.5
2023-24,SP1_elo.csv,16,2023-12-08,1825,10,5,0.5
2023-24,SP1_elo.csv,17,2023-12-15,1825,10,4,0.4
2023-24,SP1_elo.csv,18,2023-12-19,1825,11,7,0.6363636363636364
2023-24,SP1_elo.csv,19,2024-01-02,1825,10,6,0.6
2023-24,SP1_elo.csv,20,2024-01-12,1825,8,4,0.5
2023-24,SP1_elo.csv,21,2024-01-19,1825,9,7,0.7777777777777778
2023-24,SP1_elo.csv,22,2024-01-26,1825,13,8,0.6153846153846154
2023-24,SP1_elo.csv,23,2024-02-02,1825,10,3,0.3
2023-24,SP1_elo.csv,24,2024-02-09,1825,10,5,0.5
2023-24,SP1_elo.csv,25,2024-02-16,1825,10,5,0.5
2023-24,SP1_elo.csv,26,2024-02-23,1825,9,4,0.4444444444444444
2023-24,SP1_elo.csv,27,2024-03-01,1825,10,4,0.4
2023-24,SP1_elo.csv,28,2024-03-08,1825,10,6,0.6
2023-24,SP1_elo.csv,29,2024-03-15,1825,10,5,0.5
2023-24,SP1_elo.csv,30,2024-03-29,1825,11,7,0.6363636363636364
2023-24,SP1_elo.csv,31,2024-04-12,1825,10,5,0.5
2023-24,SP1_elo.csv,32,2024-04-19,1825,10,6,0.6
2023-24,SP1_elo.csv,33,2024-04-26,1825,10,7,0.7
2023-24,SP1_elo.csv,34,2024-05-03,1825,10,4,0.4
2023-24,SP1_elo.csv,35,2024-05-10,1825,10,7,0.7
2023-24,SP1_elo.csv,36,2024-05-14,1825,10,5,0.5
2023-24,SP1_elo.csv,37,2024-05-18,1825,10,5,0.5
2023-24,SP1_elo.csv,38,2024-05-24,1825,10,4,0.4
2024-25,SP1_elo.csv,1,2024-08-15,1825,10,3,0.3
2024-25,SP1_elo.csv,2,2024-08-23,1825,10,7,0.7
2024-25,SP1_elo.csv,3,2024-08-26,1825,9,4,0.4444444444444444
2024-25,SP1_elo.csv,4,2024-08-31,1825,10,6,0.6
2024-25,SP1_elo.csv,5,2024-09-13,1825,11,11,1.0
2024-25,SP1_elo.csv,6,2024-09-17,1825,8,6,0.75
2024-25,SP1_elo.csv,7,2024-09-21,1825,12,6,0.5
2024-25,SP1_elo.csv,8,2024-09-27,1825,10,4,0.4
2024-25,SP1_elo.csv,9,2024-10-04,1825,10,5,0.5
2024-25,SP1_elo.csv,10,2024-10-18,1825,10,5,0.5
2024-25,SP1_elo.csv,11,2024-10-25,1825,10,3,0.3
2024-25,SP1_elo.csv,12,2024-11-01,1825,8,6,0.75
2024-25,SP1_elo.csv,13,2024-11-08,1825,9,5,0.5555555555555556
2024-25,SP1_elo.csv,14,2024-11-22,1825,10,6,0.6
2024-25,SP1_elo.csv,15,2024-11-29,1825,11,6,0.5454545454545454
2024-25,SP1_elo.csv,16,2024-12-03,1825,8,5,0.625
2024-25,SP1_elo.csv,17,2024-12-06,1825,12,5,0.4166666666666667
2024-25,SP1_elo.csv,18,2024-12-14,1825,10,4,0.4
2024-25,SP1_elo.csv,19,2024-12-21,1825,12,6,0.5
2024-25,SP1_elo.csv,20,2025-01-17,1825,10,4,0.4
2024-25,SP1_elo.csv,21,2025-01-24,1825,10,3,0.3
2024-25,SP1_elo.csv,22,2025-01-31,1825,10,6,0.6
2024-25,SP1_elo.csv,23,2025-02-07,1825,10,7,0.7
2024-25,SP1_elo.csv,24,2025-02-14,1825,10,4,0.4
2024-25,SP1_elo.csv,25,2025-02-21,1825,10,6,0.6
2024-25,SP1_elo.csv,26,2025-02-28,1825,9,3,0.3333333333333333
2024-25,SP1_elo.csv,27,2025-03-08,1825,9,4,0.4444444444444444
2024-25,SP1_elo.csv,28,2025-03-14,1825,11,6,0.5454545454545454
2024-25,SP1_elo.csv,29,2025-03-29,1825,10,5,0.5
2024-25,SP1_elo.csv,30,2025-04-04,1825,10,3,0.3
2024-25,SP1_elo.csv,31,2025-04-11,1825,10,6,0.6
